0,-1,この日はみーちゃんお待ちかねの登山なんだよ〜！,20250607_083144(0).jpg,
1,4,おお〜！場所はどこですか！？,=,
0,-1,高尾山です！,20250607_112434.jpg,
1,1,初心者みーちゃんにピッタリですね！,=,
0,-1,標高は600mくらいで、道中に川や木の階段があって新鮮な体験ができたんだ〜。,20250607_120129.jpg,
1,0,大自然は素晴らしいんだよ〜。,=,
1,0,二人は山頂まで行けたの〜？,1749298257600.jpg,
0,-1,途中休みも入れつつ、頑張って登頂したんだ〜！,=,
1,1,わ〜い！さすがみーちゃんとかずくん！,20250607_131746.jpg,
0,-1,そしてここからはグルメタイム！,=,
1,4,まってました〜！,=,
0,-1,まずはお蕎麦！,1749298276160.jpg,
1,1,山頂で食べるお蕎麦！さいこう！,=,
0,-1,お団子！,20250607_142300.jpg,
1,1,みーちゃんといえばお団子！,=,
0,-1,おもしろいお菓子！,20250607_150404.jpg,
1,0,ん！なんだこれ！,=,
0,-1,そしてドーナツとジェラート！,1749298303097.jpg,
1,1,頑張ったご褒美ですね！,=,
0,-1,あとはちょっとだけ川遊び〜。,1749298309980.jpg,
1,0,夏の川遊び、いいですよね。,=,
1,0,ぼくも川遊び好きですよ。,=,
0,-1,キリッとしてる…。,=,
