1,4,ネモフィラさん！ということは…。,1000602.jpg,
0,-1,茨城県の国営ひたち海浜公園にやってきました！,=,
1,1,お花畑ワッフー！,=,
1,0,やっぱりみーちゃんとネモフィラさんは合いますね〜。,=,
1,0,ん！コロッケの方が似合ってるかも！,1000595.jpg,
1,1,やっぱりかずくんが一番！！,1746453895604.jpg,
0,-1,お昼はあんこう鍋を食べたんだ〜。,20250504_141320.jpg,
1,0,進撃のみーちゃん。,=,
0,-1,その後は大洗水族館にも行ったんだ〜。,20250504_162754.jpg,
1,0,ぼく知ってるよ〜。みーちゃんがラッコさんのまねしてたって！,20250504_172134_exported_8307.jpg,
0,-1,厳密にはラッコ→ゴリラの真似だね〜。,20250504_172134_exported_11640.jpg,
1,2,みちゃんの本能が…！,=,
0,-1,最後に回らないお寿司屋さんに行ったんだ〜。,2025-05-04-19-31-17-010.jpg,
1,4,回らないお寿司屋さん！おいしそう！,=,
0,-1,かずくんはおいしさのあまり一つ一つ噛み締めながら食べてたんだ〜。,=,
1,0,かずくんがまた一つ大人になってしまったんだよ〜。,=,
