1,0,ちょいなちょーいなー,20240927_202204.jpg,
0,-1,それはもしや湯もみだね？,=,
1,1,そうなんだよ〜！,=,
1,1,お写真見てたらやりたくなっちゃって！,=,
0,-1,草津温泉といえば、湯もみだよね〜。,=,
1,1,だよね〜。,=,
0,-1,草津には草津三湯があるんだけどコウペンちゃんわかるかな〜？,1727604431180.jpg,
1,0,大滝乃湯、御座之湯、西の河原露天風呂だよね！,=,
0,-1,さ、さすがコウペンちゃん！博識だね〜。,=,
1,1,ふふ〜ん！そうでしょ〜！,=,
0,-1,みーちゃんとかずくんは1泊2日でこの草津三湯全部を制覇したんだ〜。,20240927_130438.jpg,
1,2,す、すごい！,=,
0,-1,そして草津は温泉だけじゃなくて、湯畑もすごいんだよ〜。,20240927_191620.jpg,
1,4,わ〜！きれいにライトアップされてる〜！,=,
0,-1,夜にホテルを抜け出して湯畑を見ながら温泉卵を食べたんだ〜。,20240927_192453.jpg,
1,0,満喫してますね〜。,=,
0,-1,それではお待ちかねの食いしん坊みちゃタイムです。,=,
1,1,待ってました〜！,=,
0,-1,おまんじゅう！,1000487.jpg,
0,-1,なにかの棒！,20240927_124521.jpg,
0,-1,色の変わるプリン！,20240927_132056.jpg,
0,-1,バイキング！,20240927_172121.jpg,
0,-1,釜飯！,20240928_142234.jpg,
0,-1,いもどら焼き！,1727604413302.jpg,
1,2,こ、こんなにたくさん…！,=,
0,-1,どれもおいしかったんだよ～。,=,
1,0,じゅるり。,=,
