0,-1,3周年記念旅行は〜,,
1,3,ドコドコドコドコ、ドン！,=,
0,-1,沖縄です！,1000612.jpg,
1,1,ひゃっほーい！うみだ〜！,=,
0,-1,では～、しゅっぱ～つ！,20250912_043311.jpg,
1,1,しゅっぱ～つ！,=,
0,-1,ブーン！,20250912_100549.jpg,
0,-1,久米島到着！,1000609.jpg,
1,1,シーサーさん！沖縄にきたって感じがするな～。,=,
0,-1,その気持ち分かるんだよ～。,=,
0,-1,でもまずは腹ごしらえから！こちらが久米島そばになります！,20250912_120242.jpg,
1,0,紅しょうが乗せ放題！おいしそう！,=,
0,-1,そしてとうとう待ちに待った海！,1000618.jpg,
1,4,広くてきれ〜い！！,=,
0,-1,ここはイーフビーチといって、この日はほとんど人がいなかったんだ〜！,=,
1,1,こんなに広いビーチが貸し切り状態！遊び放題だ〜！,=,
0,-1,かずくんはシュノーケルグッズを準備してきてて、たくさん潜ったんだ〜！,1757914694085.jpg,
1,4,シュノーケル！きれいな沖縄の海にはもってこいのアイテムですね！,=,
0,-1,その通り！きれいな海の中をたくさん見ることができたんだ～！,=,
0,-1,ただ思ったよりも浅くて、かずくんは調子にのって沖の方まで泳いでたんだけど,=,
0,-1,後から聞いた話だと、風が強い日はそのまま戻って来れなくなっちゃうらしかったんだ〜。,20250912_125634.jpg,
1,5,はわわ！あぶないところだったね…。,=,
0,-1,みんなも海に行く時は気をつけてね～。,1757914653612.jpg,
1,0,は〜い！,=,
0,-1,1日目の夜は郷土料理のお店で沖縄料理をたくさん食べたんだ！,20250912_185554.jpg,
0,-1,かずくんの頼んだお酒があまり合わなくて、みーちゃんに飲んでもらったりも…。,20250912_185029.jpg,
1,0,いつもありがとうなんだよ〜！,=,
0,-1,夜にアイスも食べました。,20250912_200015.jpg,
1,1,ご当地アイスおいしそう！,=,
0,-1,2日目の朝は朝食バイキングだったんだ〜。,20250913_070954.jpg,
1,2,海ぶどうがある！おいしそう！,=,
0,-1,そしてはての浜（奥の浜）に行きました！,1757914740645.jpg,
1,4,お～！あの秘境の地ですね！,=,
0,-1,むつかしい言葉を知ってるねコウペンちゃん。<br>そう！はての浜は人っ子一人いない離れ小島なんだ！,=,
0,-1,小島といっても一面砂浜でパラソルくらいしかないんだけどね～。,=,
1,0,そうなんだ～！,=,
0,-1,交通手段はバスと船！ホテルからだいたい30分くらいかかったよ～。,1000619.jpg,
1,0,船から見る海の景色、最高ですね〜。,=,
0,-1,そして到着！,20250913_094010_exported_5832.jpg,
1,4,こ、こんなにキレイな海初めて見た〜！,=,
0,-1,凄いよね〜！ちなみにヤドカリさんもいるよ～。,20250913_110908.jpg,
1,0,ちっちゃくて可愛いんだよ〜。,=,
0,-1,かずくんはヤドカリさんをつんつんして遊んでいました。,=,
0,-1,奥の浜について、はじめにシュノーケリングのやり方を教わったんだ〜。,20250913_094800.jpg,
0,-1,その後はダイビングスポットまで船で移動して、水深10mくらいのところを泳いだんだよ〜！,20250913_122642.jpg,
1,0,いいな〜楽しそうだな〜。お魚さんはたくさんいたの？,=,
0,-1,たくさんいたよ〜！魚の餌やり体験もできて、たくさんお魚さんが来てくれたんだ〜！,=,
1,3,お魚さんたくさん！ぼくもごはんあげたい！,=,
0,-1,ただ頻繁にゴーグルやマウスピースに水が入って、足が地面につかないから水抜きするにも一苦労だったんだ〜。,=,
1,2,はわわ！そうなんだね…。,=,
0,-1,でもそういったことも含めてとても楽しかったんだよ〜。,1757914917767.jpg,
1,1,はなまるですね！,=,
0,-1,その日の夜はストーリーライン瀬長島に泊まって、豪華なコース料理を食べたんだよ〜。,1757915000664.jpg,
1,0,はっぴーあにばーさりーって書いてあるよ〜？,=,
0,-1,お店の人がみーちゃん達の3周年記念を祝ってくれたんだ〜。,=,
1,0,このお店、なかなかやりますね。,=,
0,-1,そしてその後はお酒の飲み放題〜。,1757915035837.jpg,
1,0,飲み放題！でもかずくん達はそんなにお酒飲めなさそうなんだよ～。,=,
0,-1,よく分かったねコウペンちゃん。その通りだよ。,=,
0,-1,でもバナナチップスを食べながら好きなお酒が作れて楽しかったんだ〜！,=,
1,1,ここのホテル、満点はなまるですね！,=,
0,-1,そして次の日となりまして…。,=,
0,-1,朝食は～、選べるお弁当セット！,1757915071704.jpg,
0,-1,朝日を見ながら食べるご飯はとても美味しかったんだ〜。,1757915070112.jpg,
1,0,これははなまるおいしいやつですね。,=,
0,-1,そして屋上にはなんとプールが！朝食後に遊んだんだ～！,1757915117497.jpg,
1,2,プ、プールまであるの～！？,=,
1,0,満点はなまるを超えて、特大満点はなまるをあげちゃいます！,=,
0,-1,楽しい時間はあっという間…。,=,
0,-1,最後にウミカジテラス散策をしました！,1000626.jpg,
1,0,どんなところなの〜？,=,
0,-1,映え〜なお店がたくさんあるんだよ〜！,=,
0,-1,まずはジュース！,1757915202994.jpg,
1,4,おしゃれだな〜！,=,
0,-1,丸いゼリーが入っていて美味しかったんだよ〜。,=,
0,-1,次にこちら！,1757915221923.jpg,
1,4,お～！これはドーナツなのかな～？,=,
0,-1,これはサーターアンダギーと言ってね、沖縄の発祥のお菓子なんだよ〜。,=,
1,1,そうなんだ～！とっても映え～でおいしそう！,=,
