1,0,ここはどこ〜？,IMG_5478.png,
0,-1,ここは東京ドイツ村なんだよ〜。,=,
1,0,へ〜！ということはここは東京？それともドイツ！？,=,
0,-1,千葉なんだよ〜。,=,
1,0,ちば。,=,
0,-1,ここには色んなアトラクションがあるんだ〜！,=,
1,1,ん！しいたけハウス！,IMG_5518.JPG,
1,0,よく見ると凄くいやそうな顔してる！,IMG_5519.JPG,
0,-1,みーちゃんはきのこ苦手なんだよ〜。,=,
1,0,それはこんな顔にもなっちゃうんだよ〜。,=,
1,0,ん！今度は羨ましそうな顔してる！,IMG_5528.JPG,
0,-1,みーちゃんはアンパンマンカーに乗りたがってたんだ〜。,=,
0,-1,でも大人としてのプライドが邪魔をしてこんな顔になっちゃってたんだよ〜。,=,
1,0,大人って大変なんだな〜。,=,
0,-1,他には観覧車に乗ったり,IMG_5531.JPG,
0,-1,空中ブランコをしたり,IMG_5580.jpg,
0,-1,大砲を撃ったり,IMG_5581.jpg,
0,-1,射的をしたりしたんだ〜。,IMG_5582.jpg,
1,4,盛りだくさんだ〜！いいな〜！,=,
0,-1,そしてメインは夜のイルミネーション！,IMG_5499.png,
1,4,すご〜い！とっても綺麗なんだよ〜！,=,
1,0,なんかかずくんの顔しゃくれてる…。,IMG_5577.JPG,
0,-1,笑顔のやり方をどこかで学んだらしいんだけど、ちょっと変になっちゃったんだ〜。,=,
1,0,かずくん可愛いんだよ〜。,=,
0,-1,ちなみにかずくんのクリスマスプレゼントは電動ホッカイロ！,IMG_5491.png,
1,1,かわいい！,=,
0,-1,みーちゃんは靴下でした〜！,IMG_5490.png,
1,1,あたたかそう！,=,
1,0,あ！ぼくがいるよ〜！,=,
0,-1,みーちゃんはコウペンちゃんを描くのが上手なんだよ〜。,=,
1,1,いつも可愛く描いてくれてありがとうなんだよ〜。,=,
